,score,tweet
365,2.0,"oh good, just saw scrolling down Tumblr search that Tom Ewing mentioned Primal Scream w/r/t this so I don't have to (and MGMT?)
"
366,1.0,"Just escaped the super-ultra death grip from hell and put on a CLINIC in Street Fighter II
"
367,2.0,"@shwood hey, you just asked him to be sober enough to drive, not to cut you off!
"
368,2.0,"Doin dirty work on x box.....
"
369,2.0,"more Atlas curriculum work today... tedios! Slow connection makes this miserable!
"
370,1.0,"back from publix, gonna fire up the grill now
"
371,2.0,"@fenris and @popjellyfish the only way to read GR is to be isolated and cut off from the net.  Keeps you from being distracted by the re ...
"
372,2.0,"Just walked by a crazy guy swinging a butcher knife and shouting about trimming hedges. 
"
373,1.0,"i'm excited i just got twitter work off my cell phone... Yahoo!
"
374,0.0,"The funeral takes place of a man who gassed to death his two children in his car on Father's Day.......
"
375,2.0,"must study for test 10 days away!! now where did I hide that book?
"
376,2.0,"is chillin' with the hatchett and the myth. needs a can of monster so i dont fall asleep on my feet.
"
377,1.0,"Just got back from coffee w/good friends-lots of talk about duties of the board at the softball park &amp; about softball in general
"
378,1.0,"@MrsMedcalf Did she hit up any of your other peeps?  Or am I special? lol
"
379,0.0,"I hate paperwork. Why can't people just GIVE me money for school and not torture me with paperwork!  THINK OF THE TREES, PEOPLE!
"
380,1.0,"I'll probably start laughing and crying every time I see a gnu on the tv or comp from now on *snort* I have gone insane oh Lawd
"
381,1.0,"Yay, I received my ridiculous Newsboys movie!!! I can't wait to watch it! But I'm kinda scared of the clowns on the cover...(Eeep! *hides*)
"
382,2.0,"Setting up bookmarks and watching the BC Lions Kick the Montreal Alouettes.
"
383,2.0,"@jenbeee not too late, thanks.  i'm about to stick a bee on a piece featuring queen elizabeth -- but i don't want to insult her
"
384,2.0,"@RedFive99 were you able to get a cab?  my bus was canceled and it looks like most cabs are all booked up now.
"
385,2.0,"Its cold in here... I can tell... certain parts of me are shrinking... grins.
"
386,2.0,"Chamillionare, MC Hammer and Mistah FAB on the stage of @alwayson
"
387,2.0,"sad that I never realized how useful &quot;lsof&quot; could be until now
"
388,2.0,"Hiding from the rain in a cab smelling of long-ago cut grass
"
389,2.0,"Back at home finally, had a funny but stressful weekend and on top of that headache just kicked in
"
390,1.0,"A quiet morning listening to Velvet Underground, too lazy to make tea.
"
391,2.0,"leaves: raked, mulched, dumped on garden &amp;lt;check&amp;gt; blister follows &amp;lt;check&amp;gt;
"
392,2.0,"I'm imagining laptop commercials to Death from Above 1979 music and yes that's two bands namedropped in a row
"
393,2.0,"880 is awesome.  A beautiful sea of brake lights so still you're almost afraid to move.
"
394,2.0,"@michaelhugs I must add though - I feel a bit bad. I saw recently (wired.com) that a glass of ice with your pop adds $1.25 in energy costs.
"
395,2.0,"@baratunde: what a minute, ur in NY, probably brick.... I'm still LMAO over bus comment at Community Forum 2007 Seattle....
"
396,1.0,"is counting down the hours until a retreat to Rough Creek this weekend.
"
397,2.0,"Why in the hell can't I save my Google Map driving directions? :P It makes no sense...
"
398,0.0,"@thetoughsams sick bird on them. ungrateful jerks.
"
399,2.0,"tip of the day: don't open a Logitech UltraX keyboard. every key consists of 4 parts, and they can get lost rather quickly.
"
400,0.0,"Stupid fratboys for raping freshman. Now all members of the greek community have to sit in on a seminar. I might not even get dinner tonight
"
401,2.0,"Preparing my stomach to chinese food...
"
402,1.0,"what a great morning for a vespa ride. Can't wait for fall afternoons.
"
403,1.0,"had Halloween potluck at work today. Brains, eyeballs, and dirt with worms were on the menu, and it was all quite good.
"
404,2.0,"Can't wait to fall off the wagon with crystal...
"
405,0.0,"I'm pissed UCONN LOST &amp; MY KIDS LOST TODAY IN THE CHAMPIONSHIP.
"
406,0.0,"Strong island ice tea = headache n the morning
"
407,1.0,"Indiana Jones is kick ass
"
408,0.0,"*yawn* it's cold outside...
"
409,2.0,"It will be odd rooting for USC today. But it will net a warm, if bitter glow.
"
410,2.0,"How is cold coffee different on a molecular level from hot coffee? And why do I insist upon drinking it anyway? Another of life's mysteries.
"
411,0.0,"I'm still sick as hell I don't know what is wrong all i know is that it was good to hear from one of my boys Bakari....hurry up and get home
"
412,1.0,"Clarification - Man on Fire is movie;-)
"
413,1.0,"Time to hit the pool!
"
414,2.0,"I'm afraid that I might be becoming a morning person
"
415,0.0,"@HeatherPark aww, feel better.Hug Syd(&amp; kick the b*stard down a flight of stairs or something. I once thght of having my BFFs guy deported
"
416,0.0,"middle child is sick today; a bad cold this time instead of the flu; will this ever end? I think not...
"
417,2.0,"@ZanthanGardens Fellow South Austinite, best we not count our raindrops before they fall ;)
"
418,2.0,"Oh, drama! The whole of the street behind my flat is cordend off behind a police scene of crime tape!
"
419,2.0,"Watching Mer twttr as we taxi to PHL.  So thoughtful.
"
420,0.0,"not being able to cut and paste from Mac Office 08 to Dreamweaver is the stupidest thing in the history of stupid things
"
421,2.0,"Going to Leicester Square to do a talk to somy students
"
422,1.0,"Hanging loose after work, drinking a cold beer.Ace
"
423,1.0,"Watching colorful parachuts trace the shape of infinity as they fall to earth. 
"
424,0.0,"I found out today that I am a victim of identity theft. Spent over an hour at the police station filling out paperwork.
"
425,0.0,"@samrhynard oh funeral, i'm so sorry for you loss! Snow stom prevented us from coming down :( stupid winter .. lets make a plan soon k?
"
426,1.0,"OK, dont be mad at me ppl, but I'm leaving for Oregon, you all stay safe until I get back :)
"
427,2.0,"OMG I was such a pathetic drama queen during lunch hour earlier. I cried AND laughed alone in a LRT station. What was THAT all about?!!!!
"
428,2.0,"@sbmk too bad above was lazy on the mac version
"
429,2.0,"Lunch is relative. Since it is relative I think today I won't eat it. Stupid camera's broken.  D:
"
430,2.0,"Oh man. Jamie's asleep and I'm alone with the family...This is really awkward... Her brother is soo...Like...Wow...Save me someone PLEASE!
"
431,1.0,"Hey all, even though I'm going through rough times, life's still good.   :-)
"
432,2.0,"Dell computers -desk tops on deck 19in. Flat screen joints holla .... Louie v kicks kanye joints on deck six flags bus tix ava we doin i ...
"
433,1.0,"another saturday, time to hit the farmer's market, then swimming class
"
434,2.0,"Is it possible maccauly caulkin is waiting to play poker? The Warcraft ballcap seems an odd choice.
"
435,0.0,"Going to the dentist with the worst set of teeth to grace the British empire - and that's saying something.
"
436,2.0,"Starting work on a cold saturday morning
"
437,1.0,"Having sushi and playing scrabble with my favorite roomies.  Just couldn't stomach t-giving leftovers...too soon
"
438,1.0,"@galateadia She does, however, fall asleep without any problems whatsoever now. :D
"
439,0.0,"cursing this month-long cold
"
440,0.0,"@monkeyleader BA lost me when they screwed me over with my air miles!  UnitedAirlines ftw!
"
441,2.0,"Paul's pic is steamy 4 sho'. Think I am getting a cold from Nina's turds.
"
442,2.0,"Great American Scream Machine
"
443,2.0,"i am so bad at ironing that the iron gave up and timed out on me
"
444,2.0,"My essay on search engine continues. 1909 words so far. I'm trying to cut it short a bit and wrap it ASAP.
"
445,0.0,"I hate Valentine's Day, just thought I would get that out there.
"
446,2.0,"*is sad that life can't always be like a slash get together*
"
447,0.0,"I may b sick. Literally. My blackberry said reset and I impatiently hit the trackball......No Bueno.....
"
448,0.0,"I dont need that lackin ass ho told her to go and watched the bitch hit the door
"
449,1.0,"Lazy day. Sleeping then going to the NYC FIRST regional!
"
450,0.0,"Watching economically depressed elderly people shuffle in and out of Walgreen's. Count your blessings.
"
451,2.0,"I always enjoy the calm before the storm of the semester...
"
452,2.0,"@sayra72 ISFJ - You're attracted to trouble makers. My name is Trouble.
"
453,0.0,"Depression has been playing a serious role in life....can't sleep and eating is nonresistance..to tired to fight :(
"
454,2.0,""" I'm so excited, and I just can't hide it.""-BB from Transformers 2. Cute!
"
455,2.0,"loves LOST because it bends my mind
"
456,0.0,"having a massive headache with the two monsters. she's wondering whether she's capable as a mommy. probably not.
"
457,2.0,"&quot;My knife is simple: part of it I hold, the other part of it's for you...&quot;
"
458,0.0,"@Theforgottenwun mind you I hate stupid people and stupid decisions. As you could tell from yesterday. Anger's me.
"
459,1.0,"sonny rollins is a beast of a sax player
"
460,2.0,"@chuckazooloo they're not the ones that go to the univ. The ones that get interviewed after a storm or showup on Cops just wear Bama shirts
"
461,1.0,"In PE today...we played Corner Tag and Elimination....lots and lots of running!!
"
462,2.0,"Bored ... i think i may run around the pond jk ... thats just od .... imma just watch tv instead lol
"
463,1.0,"Palmer is really getting into the Word. He likes his Bible so much that he ate a corner of a page. The Word he has hidden in his belly!
"
464,0.0,"Was desperately looking forward to first Monday ALONE since June.  Husband is sick and stayed home from work.  AAAAARRRRRGH.
"
465,2.0,"@marildabittah nun tem nenhum miau por ai?
"
466,1.0,"First day of fall is today. Bring on the cool!
"
467,2.0,"Rough landing at LAX. Why is the gate never immediately ready when you land? Ha.
"
468,1.0,"Hit my word count before 8am!
"
469,2.0,"I am guilty of judging people by their looks.... but i do like preeetty ppl
"
470,2.0,"@shegeeks I'll probably be going back to WordPress.  Meanwhile getting a kick out of, ""this is your temporary soup (hidden from the world).""
"
471,2.0,"It's getting cold down here.
"
472,2.0,"it seems easier to catch a taxi on valencia st. than it has been in the near past.
"
473,0.0,"im bored outta my mind
"
474,2.0,"watching the LOST I didn't watch
"
475,2.0,"Hit the gym to avoid working out under the enormous cloud of ash outside.
"
476,2.0,"Watching my Sunday night lineup, playing with the pups, being a very lazy form of myself
"
477,2.0,"Tired of being a lazy vampire - Seeking out some yummy A Positive :)
"
478,2.0,"Taking Alex to dentist
"
479,0.0,"freezing to death in an unheated cape town suburb home (remember, it's winter here)
"
480,2.0,"wondering how those boys little speedos don't fall off when they dive in the water...
"
481,2.0,"dang, i wish i could spell - stupid crackberry
"
482,2.0,"PayPal have something off The Essential Philip Glass as their hold music.
"
483,2.0,"watching maggie and the ferosious beast
"
484,2.0,"@Debz OMG hate mail? I'm sorry. Yea I'm all about you are what you eat, digest, and dont eliminate. What goes in shld be good then come out.
"
485,2.0,"@pinksage wow i thought Link [my cat] was fat at 20 lbs
"
486,2.0,"fb must have read all the hate mail i sent -- finally able to clear my wall!
"
487,2.0,"@parsifal something reminded me of staying at your apartment in college and that dirty bathroom
"
488,2.0,"My computer had broken down so I wasn't able to twitter. But now everything's ok. I hope...
"
489,2.0,"Standing at a bus stop in Ladbroke Grove waiting for the 52
"
490,2.0,"Oh, finally! What's annoying is that I have no idea what I did to get it working again. highfiber.org, you will be the death of me.
"
491,2.0,"Sittin on the bus with Travis and Logan
"
492,2.0,"oops...all of 5:$# and I""ve already tried to burn down the house once., Stove, kettle, twitter...damn.
"
493,2.0,"thinks it looks cold outside in DC.  Staying inside and working while drinking coffee and listening to snoring.
"
494,2.0,"While we have the gift of life, it seems to me the only tragedy is to allow part of us to die - whether it is our spirit, our creativity or our glorious uniq...
"
495,2.0,"@Floipoid Ah... okay... you scared me.  I thought my Eels fan status was about to be downgraded.  That is a great disc.
"
